edu_complete,ever_smoke,age_first_smoke,days_per_month_smoke,ever_drink,age_first_drink,days_per_month_drink,ever_marijuana,age_first_marijuana,days_per_month_marijuana,gang_around,ever_attack,drug_sell,gender,race,parent_religion,parents_income,age_months,family_struct,residency_change,rural_urban,sampling_weight
7,0,,,1,13,0,0,,,0,0,0,2,1,4,27000,172,1,1,1,291660
11,0,,,0,,,0,,,1,1,0,1,1,4,36700,202,1,2,1,311453
8,1,12,0,1,12,0,0,,,1,0,0,2,1,4,36700,177,1,1,1,291660
6,0,,,0,,,0,,,0,0,0,2,1,4,36700,151,1,1,1,299863
11,0,,,0,,,0,,,0,0,0,1,1,,,215,1,,1,311453
8,0,,,0,,,0,,,1,1,0,1,1,1,24000,172,2,1,1,284723
6,1,12,0,1,12,2,1,12,0,1,1,1,2,1,1,24000,157,2,1,1,299863
12,1,16,0,1,5,0,0,,,0,0,0,2,1,1,,206,1,1,1,327907
8,0,,,0,,,0,,,1,0,0,2,1,3,,179,1,2,1,291660
7,1,10,1,1,12,4,1,12,15,1,1,1,1,1,2,60000,168,4,1,1,261160
9,0,,,0,,,0,,,0,0,0,2,4,2,,192,1,1,1,264794
10,1,14,0,1,15,0,0,,,1,0,0,1,4,1,58000,202,1,1,1,311453
9,1,14,0,0,,,0,,,0,0,0,2,4,1,58000,188,1,1,1,264794
7,1,12,2,1,12,0,0,,,0,0,0,1,4,1,58000,170,1,1,1,261160
9,1,14,0,0,,,0,,,0,0,0,2,1,12,35000,192,1,5,1,263494
8,0,,,1,13,0,0,,,1,0,0,2,1,1,,181,1,2,1,290227
6,0,,,0,,,0,,,0,0,0,1,1,1,,148,1,1,1,291999
7,1,10,0,1,10,0,0,,,0,0,0,1,1,1,37000,160,1,1,1,259877
9,1,10,30,1,10,1,1,13,10,1,0,1,2,1,1,,184,6,1,1,290227
9,0,,,0,,,0,,,0,0,0,1,1,1,65000,198,1,1,1,309923
9,0,,,0,,,0,,,0,0,0,2,1,15,90254,185,1,1,1,263494
8,0,,,0,,,0,,,0,0,0,2,1,,,188,1,,1,300078
8,1,14,0,1,13,3,0,,,0,0,0,1,2,1,,172,1,1,1,201602
9,0,,,1,10,1,0,,,1,0,0,2,1,15,90254,183,1,1,1,268561
10,0,,,1,10,0,0,,,1,0,0,2,1,16,13000,195,1,1,1,268561
7,0,,,0,,,0,,,0,0,0,1,1,16,13000,165,1,1,1,264875
10,1,13,0,1,15,0,1,15,0,1,0,0,1,4,35,90254,203,1,1,1,315883
7,0,,,1,14,0,0,,,0,0,0,1,1,15,,171,1,1,1,264875
9,1,14,0,1,13,0,1,14,0,1,1,0,1,1,1,9000,192,1,1,1,276852
5,0,,,0,,,0,,,0,0,0,2,1,1,9000,149,1,1,1,304129
6,0,,,0,,,0,,,0,0,0,1,1,5,,158,1,1,1,297615
8,0,,,0,,,0,,,1,1,0,1,1,,,186,1,,1,276852
6,0,,,0,,,0,,,1,0,0,2,1,,,150,1,,1,304129
11,1,12,0,1,12,0,1,14,0,0,1,1,1,1,,,216,4,,1,315883
6,0,,,0,,,0,,,0,0,0,2,4,2,10000,155,1,1,1,304129
6,1,12,0,1,11,0,0,,,1,1,0,1,2,1,8000,154,3,1,1,216574
9,0,,,0,,,0,,,1,0,0,2,2,1,,185,1,1,1,207737
11,1,16,0,1,15,1,1,15,1,0,0,0,2,2,1,23000,199,4,4,1,159340
9,0,,,0,,,0,,,1,0,0,1,2,1,20000,184,4,1,1,207765
5,0,,,0,,,0,,,0,0,0,1,2,1,,157,4,1,1,216574
8,1,13,15,1,13,0,1,14,0,1,1,0,2,2,1,25806,176,1,1,1,207737
6,1,11,2,0,,,1,12,0,1,1,0,1,2,1,25806,156,1,1,1,216574
6,1,14,1,0,,,0,,,1,1,0,2,2,11,,171,4,1,1,190891
7,0,,,0,,,0,,,0,0,0,1,2,2,43000,160,4,1,1,215883
11,0,,,0,,,0,,,1,1,0,1,2,1,25000,203,1,1,1,257395
8,0,,,1,12,0,0,,,0,0,0,2,2,1,25000,169,1,1,1,212902
9,0,,,0,,,0,,,0,0,0,2,2,13,23900,193,1,1,1,204807
7,0,,,0,,,0,,,0,0,0,2,2,13,23900,161,1,1,1,204807
7,0,,,0,,,0,,,0,1,0,1,2,5,37000,165,8,1,1,215883
10,0,,,0,,,0,,,0,0,0,2,2,11,48000,202,5,1,1,170955
7,0,,,0,,,0,,,1,0,0,2,2,11,48000,171,5,1,1,204807
7,0,,,0,,,0,,,0,1,0,1,2,2,,153,4,2,1,232361
8,0,,,0,,,0,,,1,0,0,1,2,2,24000,184,4,2,1,222910
7,1,12,0,0,,,0,,,1,0,0,1,1,1,,169,4,1,1,191150
10,1,13,10,1,14,11,1,14,0,1,1,0,1,1,2,67000,200,1,2,1,307437
7,1,12,0,1,13,1,0,,,0,1,0,1,1,2,67000,168,1,1,1,257793
7,0,,,0,,,0,,,0,0,0,1,4,5,660,159,1,1,1,289657
9,1,12,3,1,15,2,1,14,1,0,0,0,2,1,1,54000,191,1,1,1,261380
10,1,15,20,1,15,0,0,,,1,0,0,1,1,25,54000,204,1,3,1,307437
7,1,14,2,0,,,0,,,1,0,0,2,1,25,54000,172,1,2,1,287899
6,0,,,0,,,0,,,0,0,0,2,1,3,,162,1,1,1,278101
9,1,12,2,1,13,3,1,14,1,0,0,0,1,4,2,,179,1,3,1,281052
8,1,13,0,0,,,0,,,0,0,0,2,1,1,42000,173,1,1,1,287899
7,1,13,0,0,,,0,,,0,0,0,1,1,1,10000,163,1,1,1,257793
9,1,13,5,1,13,8,1,14,0,1,0,0,2,1,2,41000,196,2,2,1,323680
10,0,,,1,15,3,0,,,0,0,0,2,1,3,48200,202,1,2,1,323680
9,1,13,0,1,14,0,0,,,0,0,0,2,1,3,48200,184,1,2,1,261380
8,0,,,0,,,0,,,0,0,0,2,1,,,178,1,,1,287899
6,0,,,1,12,0,0,,,0,0,0,2,1,8,,156,1,1,1,295997
10,1,16,4,1,15,2,1,15,0,1,0,0,2,5,2,,201,1,1,1,332572
8,0,,,1,13,0,0,,,1,1,0,2,2,11,20000,175,1,1,1,198993
11,1,16,1,1,15,3,0,,,0,0,0,2,1,,,209,1,,1,332572
6,0,,,0,,,0,,,1,0,0,2,2,2,49000,159,1,1,1,173278
9,1,10,3,1,13,6,0,,,1,0,0,1,1,1,63000,194,4,1,1,315883
7,1,11,0,1,12,0,0,,,0,0,0,2,1,1,63000,160,4,1,1,285741
5,0,,,0,,,0,,,0,0,0,1,5,,,147,2,,1,197298
6,0,,,0,,,0,,,1,0,0,2,5,1,2688,148,1,2,1,191652
8,0,,,0,,,0,,,0,0,0,1,1,1,,172,1,2,1,202982
6,0,,,0,,,0,,,0,1,0,1,,2,7000,152,4,3,1,299653
6,0,,,0,,,0,,,1,0,0,2,5,,,174,1,,1,178391
8,1,10,30,1,14,1,1,14,15,1,0,0,1,1,1,13100,200,4,1,1,318046
8,1,10,30,1,13,0,1,12,1,1,1,1,2,1,1,13100,181,4,1,1,297834
6,1,8,0,1,11,0,0,,,1,0,0,2,1,1,13100,153,4,1,1,306212
6,1,7,0,1,12,0,0,,,1,1,0,2,1,1,13100,153,4,1,1,306212
9,1,14,0,1,14,0,0,,,1,0,0,1,2,,,182,1,,1,173648
10,1,12,28,1,8,2,1,12,15,0,0,0,1,,6,,200,1,2,1,203294
9,1,14,1,0,,,0,,,1,0,0,2,5,1,15748,195,1,2,1,226202
7,0,,,0,,,0,,,0,0,0,2,5,,,165,1,,1,191387
6,0,,,0,,,0,,,1,0,0,1,1,1,,151,1,1,1,299653
6,0,,,0,,,0,,,0,0,0,1,,,,156,,,1,299653
7,0,,,0,,,0,,,1,0,0,1,1,9,30000,162,1,1,1,311801
10,1,16,1,1,16,0,0,,,1,0,0,2,1,,,205,2,,1,281362
8,0,,,0,,,0,,,1,0,0,1,,5,,182,1,2,1,302538
5,0,,,1,11,0,0,,,1,0,0,2,2,2,,151,1,1,1,181537
9,1,13,0,1,14,0,0,,,1,0,0,2,2,27,11000,187,4,2,1,199250
10,0,,,1,12,0,0,,,1,0,0,1,2,2,29000,200,4,2,1,211536
7,0,,,0,,,0,,,0,0,0,2,1,13,,173,1,1,1,309909
5,0,,,0,,,0,,,1,0,0,2,2,2,1500,153,4,1,1,181537
8,0,,,1,16,4,0,,,1,0,0,2,2,27,450,196,4,11,1,199250
5,0,,,0,,,0,,,0,0,0,1,2,27,450,156,4,1,1,217347
10,1,15,2,1,14,10,1,14,4,1,0,0,1,1,1,90254,203,1,1,1,312544
7,0,,,0,,,0,,,0,0,0,2,1,1,90254,168,1,1,1,282720
7,0,,,1,11,0,0,,,0,0,0,1,1,6,,176,6,1,1,285721
8,0,,,0,,,0,,,1,0,0,2,1,5,,182,1,2,1,292682
10,1,16,0,0,,,0,,,1,0,0,2,1,2,2000,201,4,5,1,377318
6,1,12,4,0,,,0,,,0,1,0,1,1,2,2000,171,4,6,1,327626
7,1,12,2,1,12,0,1,12,3,1,1,1,1,5,,,169,4,,1,228727
6,0,,,0,,,0,,,0,0,0,2,1,,,165,4,,1,324186
10,1,13,0,1,14,4,1,14,0,1,0,0,1,1,1,57000,204,1,2,1,230310
6,1,13,2,0,,,0,,,1,0,0,2,1,2,24400,163,1,1,1,286364
6,0,,,0,,,0,,,1,0,0,2,1,,,152,1,1,1,304793
5,0,,,0,,,0,,,1,1,0,2,1,2,30000,149,2,1,1,304793
6,0,,,0,,,0,,,0,0,0,2,5,18,,161,1,1,1,190500
8,0,,,0,,,0,,,1,0,0,2,1,12,48000,176,1,1,1,296454
6,0,,,0,,,0,,,1,0,0,2,1,12,48000,154,1,1,1,304793
7,0,,,0,,,0,,,1,0,0,1,1,3,,177,1,1,1,289403
6,1,,0,0,,,0,,,1,0,0,2,1,3,,161,1,1,1,286364
8,0,,,1,14,0,0,,,1,0,0,1,5,1,,187,1,1,1,225156
7,0,,,1,12,0,0,,,1,1,0,1,5,1,,164,1,1,1,202042
5,0,,,0,,,0,,,1,0,0,1,5,1,,151,1,1,1,196384
8,0,,,0,,,0,,,1,0,0,2,1,3,15000,177,6,1,,296454
10,1,16,0,1,16,1,0,,,0,0,0,2,1,2,27000,203,2,3,1,333298
5,0,,,0,,,0,,,0,0,0,1,1,2,27000,150,1,1,1,298264
10,0,,,0,,,0,,,0,0,0,1,2,2,8500,198,4,4,1,203625
8,0,,,0,,,0,,,1,0,0,1,2,2,8500,167,4,1,1,194381
8,1,14,30,1,15,0,0,,,0,0,0,1,2,2,16000,205,4,1,1,203625
7,0,,,0,,,0,,,1,0,0,1,2,2,41500,167,1,1,1,194381
6,0,,,0,,,0,,,0,0,0,2,2,2,41500,155,1,1,1,174748
7,1,11,0,0,,,1,13,14,0,0,1,1,2,12,12000,180,4,2,1,173931
7,0,,,0,,,0,,,1,1,0,1,1,2,23500,183,1,1,1,390031
5,0,,,1,12,0,0,,,1,0,0,1,5,1,,159,4,1,1,264669
7,,,,,,,,,,,,,1,5,1,,170,1,1,1,264669
6,0,,,0,,,0,,,0,0,0,1,1,1,7000,157,8,1,1,202111
8,1,12,1,0,,,0,,,1,0,0,1,2,2,,170,2,1,1,198799
6,0,,,0,,,1,13,2,0,1,1,1,2,2,,177,8,1,1,204787
5,0,,,0,,,0,,,0,0,0,2,2,2,20000,150,4,1,1,184103
9,0,,,0,,,0,,,0,0,0,2,2,3,6000,186,4,1,1,211425
8,0,,,0,,,0,,,0,0,0,2,2,2,,187,8,1,1,203190
7,0,,,0,,,0,,,1,0,0,1,5,1,,188,1,2,1,228145
8,1,13,0,1,13,0,0,,,1,0,0,1,5,1,,187,1,3,1,228145
7,0,,,0,,,0,,,0,0,0,2,5,1,,172,1,3,1,179922
8,0,,,0,,,0,,,0,0,0,1,1,18,,179,1,1,1,289403
9,1,9,25,1,14,5,1,14,3,1,0,1,1,1,2,45000,190,3,2,1,277456
7,0,,,0,,,0,,,1,0,0,2,1,2,,166,2,3,1,286364
8,0,,,1,15,0,0,,,0,0,0,2,1,2,20000,184,1,2,1,269147
10,1,14,10,1,13,0,0,,,0,0,0,2,1,1,24000,206,1,3,1,333298
6,1,10,2,0,,,1,12,0,1,1,0,2,1,1,24000,153,1,2,1,304793
8,0,,,1,14,1,0,,,1,1,0,1,1,1,17000,189,1,2,1,277456
7,1,14,0,0,,,0,,,0,0,0,1,2,,,171,1,,0,199588
9,1,15,0,1,5,5,1,13,12,1,0,0,1,2,2,18000,207,5,1,0,209079
11,1,17,30,1,16,17,1,17,2,1,1,1,1,4,2,20000,219,1,1,1,408684
9,0,,,0,,,0,,,1,1,0,2,1,3,,206,5,1,1,430275
9,1,17,1,1,16,10,1,13,8,1,1,1,1,5,,,205,2,,1,290668
9,1,12,2,0,,,1,11,0,1,0,0,2,5,,,190,2,,1,229229
5,0,,,1,13,0,0,,,1,0,0,2,5,,,162,2,,1,246269
7,0,,,1,14,18,0,,,1,1,0,1,5,1,18000,171,1,4,1,260828
9,1,12,30,1,12,4,1,14,0,1,1,0,2,1,2,19000,180,4,1,1,382711
7,0,,,1,12,15,0,,,1,1,0,2,1,2,19000,161,4,1,1,393476
9,0,,,0,,,0,,,1,0,0,1,5,1,,188,4,2,1,220581
8,0,,,0,,,0,,,0,0,0,2,1,,,180,1,,1,280545
9,0,,,0,,,0,,,1,0,0,1,1,,,186,4,,1,277356
9,1,15,0,0,,,0,,,0,0,0,2,1,27,90254,193,1,3,1,257943
8,0,,,0,,,0,,,1,0,0,2,1,,,182,1,,1,274443
11,1,13,30,1,13,2,1,11,20,1,1,1,2,2,1,34000,195,1,1,1,152633
8,1,13,0,1,10,0,1,13,0,1,0,0,2,2,1,34000,172,1,1,1,198993
7,0,,,1,12,0,0,,,0,0,0,1,5,1,11000,167,1,1,1,201602
11,0,,,1,14,0,0,,,1,1,0,1,2,,,194,4,,1,172467
9,0,,,0,,,0,,,1,0,0,2,5,1,12000,204,1,4,1,227582
9,0,,,0,,,0,,,1,0,0,2,5,1,12000,188,1,4,1,161579
8,1,15,30,1,14,6,1,15,0,0,0,0,2,5,,,182,4,,1,179479
7,1,8,0,1,13,0,0,,,1,0,0,2,5,1,,178,4,1,1,179479
5,0,,,0,,,0,,,1,0,0,2,5,1,,146,4,1,1,192821
10,0,,,1,16,0,0,,,0,0,0,2,5,,,213,4,,1,227582
11,1,15,10,1,16,1,1,16,2,0,0,0,2,1,,,211,1,,1,338505
8,1,13,0,0,,,0,,,0,0,0,2,1,,,176,1,,1,301086
8,0,,,0,,,0,,,1,0,0,2,5,1,,181,4,2,1,171320
6,0,,,0,,,0,,,0,0,0,1,5,1,3000,169,9,2,1,194937
9,1,11,3,1,13,8,1,15,6,1,0,0,2,1,,,195,4,,1,321578
6,1,12,0,0,,,0,,,1,0,0,1,1,,,167,4,,1,256119
8,0,,,1,14,0,0,,,0,0,0,2,1,1,,179,1,1,1,337537
8,1,13,30,1,13,1,1,12,20,0,1,1,2,1,1,,179,1,1,1,337537
8,1,,2,1,13,0,0,,,0,0,0,2,1,1,12000,177,1,1,1,337537
7,0,,,0,,,0,,,0,0,0,1,1,,,169,1,,1,302240
9,1,16,0,1,16,0,0,,,0,0,0,2,1,15,90254,199,3,1,1,379486
6,0,,,0,,,0,,,0,0,0,1,5,11,,180,1,2,1,244023
9,1,13,3,1,13,12,1,14,30,1,1,1,2,1,1,,183,1,1,1,358053
7,0,,,1,13,0,0,,,1,0,0,1,1,1,40000,164,1,1,1,320610
9,0,,,0,,,0,,,0,0,0,1,1,13,39500,203,5,1,1,382352
10,1,15,0,1,15,3,1,15,1,1,0,0,1,1,3,4500,195,1,1,1,335108
7,0,,,0,,,0,,,1,1,0,1,1,3,4500,160,1,1,1,360240
9,0,,,1,10,0,0,,,1,1,0,1,1,13,13000,186,1,2,1,271628
6,0,,,0,,,0,,,0,0,0,2,5,6,51000,150,4,1,1,298391
7,0,,,0,,,0,,,0,0,0,1,1,9,90254,172,1,1,1,259877
7,0,,,0,,,0,,,0,0,0,2,1,1,7000,161,1,1,1,298391
8,1,15,0,1,14,1,1,15,0,1,0,0,1,5,1,,193,2,2,1,216889
6,1,1,0,1,8,0,0,,,1,0,0,1,5,1,,159,2,4,1,189128
8,0,,,0,,,0,,,1,0,0,1,4,22,,181,4,1,1,278710
7,1,6,0,0,,,1,1,0,1,0,0,1,4,22,,165,4,1,1,255644
8,0,,,1,12,1,1,14,0,0,0,0,2,1,16,45000,178,4,1,1,279674
8,0,,,1,13,0,1,14,0,0,0,0,2,1,2,35000,190,1,1,0,310337
9,1,10,0,1,15,0,1,15,0,0,0,0,1,1,13,,196,1,1,0,319918
6,0,,,1,11,0,0,,,0,0,0,1,1,1,12000,157,1,1,1,301753
10,1,13,0,1,15,0,0,,,0,0,0,2,1,1,10000,206,1,1,1,337196
6,0,,,0,,,0,,,0,0,0,2,1,1,10000,157,1,1,1,308358
11,1,17,2,1,15,10,0,,,0,0,0,1,1,1,90254,208,5,1,1,320275
9,0,,,0,,,0,,,0,0,0,1,1,1,20000,185,1,1,1,280701
7,1,12,15,1,13,15,1,10,30,0,1,1,1,1,2,,173,4,1,1,268558
10,0,,,1,15,0,1,15,0,0,0,0,1,1,1,24000,202,1,1,1,320275
6,0,,,1,12,1,0,,,1,0,0,2,1,1,30000,161,1,1,1,308358
9,0,,,1,13,1,1,14,0,0,0,0,1,1,1,52000,179,4,1,1,292788
8,0,,,0,,,0,,,0,0,0,2,1,1,52000,166,4,1,1,289714
8,1,12,0,1,12,0,0,,,0,0,0,2,1,15,,165,1,1,1,275558
9,1,13,30,1,7,5,1,13,8,1,0,1,1,1,1,,183,4,1,1,261751
10,1,12,30,1,13,2,1,14,0,0,0,0,2,1,1,15000,195,1,1,1,267762
9,0,,,1,15,0,0,,,0,0,0,1,1,1,10000,188,1,1,1,276028
9,1,12,0,0,,,0,,,1,0,0,1,1,1,3500,182,2,1,1,287914
7,0,,,0,,,0,,,0,0,0,2,1,1,45695,173,1,4,1,294928
8,1,13,0,1,12,2,1,13,10,0,1,1,1,1,3,18400,187,2,1,1,276028
9,1,13,0,1,14,1,1,14,0,0,0,0,1,1,1,47000,194,1,1,0,281140
9,0,,,0,,,0,,,0,0,0,1,1,,,189,1,,0,293246
7,0,,,0,,,0,,,0,0,0,2,1,1,12000,174,1,1,0,290860
9,0,,,0,,,0,,,1,0,0,1,1,1,5200,191,1,1,0,272221
7,0,,,1,11,0,0,,,0,1,0,1,1,1,90254,163,1,1,0,260444
10,1,12,15,1,14,0,0,,,0,0,0,1,1,1,18000,203,1,1,0,310600
8,1,12,0,1,14,0,0,,,0,0,0,1,1,12,20000,182,5,1,1,298169
5,0,,,0,,,0,,,0,0,0,1,5,21,10000,154,1,1,1,307298
8,0,,,0,,,0,,,1,1,0,2,2,,,168,10,,1,189048
7,1,11,0,0,,,0,,,0,0,0,2,1,12,,171,8,3,0,307641
7,1,13,0,1,13,0,0,,,1,0,0,1,1,3,10000,172,1,1,0,233708
10,0,,,0,,,0,,,0,0,0,2,1,5,,204,1,1,1,279304
9,0,,,1,13,2,0,,,0,0,0,1,1,1,,198,1,2,1,328519
6,1,10,30,1,9,5,1,14,3,0,0,1,1,1,2,6400,184,1,1,1,287926
5,0,,,1,1,0,0,,,0,0,0,2,1,2,12000,159,1,1,1,197963
7,0,,,0,,,0,,,1,0,0,1,1,,,163,2,,1,274507
7,1,13,30,1,14,0,1,13,6,1,0,1,1,1,2,8000,189,2,1,1,286919
8,1,14,15,0,,,1,15,0,1,0,0,1,1,25,,188,1,1,1,286919
5,0,,,0,,,0,,,1,0,0,1,4,,,149,2,,1,308437
6,0,,,0,,,0,,,1,1,0,1,1,2,12000,158,9,2,1,308437
8,1,12,0,1,13,1,1,15,3,1,0,1,2,1,3,,187,1,1,1,297030
11,0,,,0,,,0,,,0,0,0,2,1,18,9000,202,1,1,1,367826
9,0,,,0,,,0,,,0,0,0,2,1,18,9000,183,1,1,1,327165
7,0,,,0,,,0,,,0,0,0,2,1,18,9000,162,1,1,1,316030
7,1,9,0,1,12,0,0,,,0,0,0,2,1,1,90254,174,4,2,1,327165
10,0,,,1,14,0,0,,,0,0,0,2,1,,,192,2,,1,297030
6,0,,,0,,,0,,,1,0,0,1,1,,,159,2,,1,329163
10,1,11,30,1,11,8,1,14,27,0,0,0,1,1,2,90254,216,1,1,1,349368
8,1,1,0,0,,,0,,,1,0,0,2,1,2,90254,180,1,1,1,327165
7,0,,,0,,,0,,,0,0,0,1,1,,,164,1,,1,292952
8,0,,,0,,,0,,,1,0,0,2,1,1,58600,182,5,2,1,327165
9,0,,,0,,,0,,,0,0,0,2,1,13,,183,1,1,1,327165
9,1,13,0,1,15,15,0,,,0,0,0,1,1,3,,194,4,1,1,306199
10,1,15,0,1,15,7,1,15,0,0,0,0,2,1,5,90254,203,1,1,1,367826
10,1,16,20,1,17,2,0,,,0,0,0,1,1,6,,207,1,2,1,279352
9,1,15,10,1,15,0,0,,,1,0,0,2,1,6,,195,1,2,1,193895
11,0,,,0,,,0,,,0,0,0,1,,,,218,1,,1,383983
9,0,,,0,,,0,,,0,0,0,2,1,3,4000,187,1,1,1,359580
9,1,16,0,1,14,1,1,14,18,0,0,1,1,1,3,42000,199,1,1,1,383983
6,1,8,0,1,13,1,1,13,1,0,1,0,1,1,3,42000,167,1,1,1,321978
6,0,,,0,,,0,,,1,0,0,2,1,13,4000,156,1,1,0,300811
5,0,,,0,,,0,,,0,0,0,2,1,4,90254,159,5,1,0,282624
5,0,,,0,,,0,,,1,0,0,2,1,4,90254,159,5,1,0,282624
9,0,,,0,,,0,,,0,0,0,1,1,2,,190,1,1,0,273832
5,0,,,0,,,0,,,1,0,0,1,1,2,90254,150,3,1,0,294368
8,1,11,4,1,13,0,0,,,1,0,0,1,1,5,,178,1,1,,285623
5,0,,,0,,,0,,,0,0,0,1,1,5,,148,1,1,,294368
7,0,,,0,,,0,,,1,0,0,1,1,2,24000,167,1,1,0,261985
6,0,,,0,,,0,,,0,0,0,2,1,2,36000,155,1,1,0,300811
9,0,,,0,,,0,,,1,0,0,2,1,3,90254,199,1,2,0,328944
7,1,13,0,1,13,0,0,,,1,0,0,1,1,3,90254,176,1,2,0,285623
7,1,12,0,1,14,0,0,,,1,0,0,1,1,,,175,4,,0,285623
6,0,,,0,,,0,,,0,0,0,1,1,,,154,4,,0,294368
8,0,,,0,,,0,,,1,0,0,1,1,2,10000,180,1,1,0,285623
10,1,14,0,1,13,0,0,,,0,0,0,2,1,2,,201,1,1,0,328944
8,0,,,0,,,0,,,1,0,0,1,1,2,,176,1,1,0,285623
7,1,12,20,1,15,0,0,,,1,1,0,2,1,2,1200,185,4,2,,306611
5,1,12,7,0,,,0,,,1,1,0,2,1,2,1200,148,4,1,,347218
10,0,,,1,16,0,0,,,0,0,0,1,2,,,202,1,,,230519
6,0,,,0,,,0,,,1,1,0,1,1,27,12000,176,4,2,,329687
10,0,,,1,14,2,0,,,0,0,0,2,1,1,,203,2,2,1,329405
7,1,10,10,1,13,0,1,12,0,1,1,0,1,1,1,,169,3,1,1,262352
9,1,15,0,0,,,0,,,0,1,0,1,1,,,207,2,,1,312875
7,0,,,0,,,0,,,0,0,0,2,1,,,171,1,,1,283019
5,0,,,0,,,0,,,0,0,0,2,1,1,23000,148,1,1,1,301233
6,,,,,,,,,,,,,1,5,1,15000,160,2,2,0,224642
9,1,10,0,1,13,0,0,,,1,1,0,1,1,2,,196,4,1,0,308492
8,0,,,0,,,0,,,1,0,0,2,1,2,,183,4,1,0,321776
5,0,,,0,,,0,,,1,0,0,2,1,2,,149,4,2,0,338887
9,0,,,0,,,0,,,1,0,0,2,5,1,14000,190,4,2,0,177737
7,0,,,0,,,0,,,0,0,0,2,5,1,14000,169,4,2,0,211809
7,0,,,0,,,0,,,0,0,0,1,1,18,10000,184,2,3,0,308492
9,1,15,1,0,,,0,,,0,0,0,1,5,1,,197,4,3,0,256073
7,1,13,30,1,13,25,1,12,1,1,1,0,1,5,1,5000,191,1,1,0,250341
7,0,,,0,,,0,,,0,0,0,2,1,,,191,10,,0,177737
7,0,,,0,,,0,,,0,0,0,1,5,1,,194,2,4,0,250341
8,0,,,0,,,0,,,0,0,0,1,5,1,,208,1,2,0,256073
6,1,13,0,0,,,0,,,1,0,0,1,5,1,,184,1,2,0,250402
6,1,13,2,0,,,0,,,1,0,0,1,5,3,4300,179,7,3,0,250402
6,0,,,0,,,0,,,1,0,0,2,1,1,4000,169,4,2,0,211809
5,0,,,0,,,0,,,0,0,0,1,1,1,4000,149,4,2,0,218352
9,1,11,30,1,1,5,0,,,1,1,0,2,1,2,986,183,2,5,,299254
8,1,6,22,1,10,10,1,15,1,1,1,0,2,1,3,8000,196,4,2,1,314432
4,0,,,0,,,0,,,0,0,0,1,1,,,152,2,,1,295450
8,1,8,30,1,12,4,1,13,23,1,1,1,2,1,11,2000,185,1,1,1,266608
6,1,13,14,0,,,0,,,0,1,0,1,1,,,165,2,,1,255755
11,1,13,15,1,3,6,1,13,0,1,1,0,1,1,3,9000,207,2,3,1,305764
8,1,11,0,0,,,1,12,0,1,0,0,2,1,3,9000,167,2,2,1,276587
8,1,13,0,1,13,0,0,,,1,0,0,1,1,2,7000,187,2,1,1,267983
8,0,,,0,,,0,,,1,0,0,1,1,2,7000,187,2,1,1,267983
7,1,14,2,1,13,3,0,,,0,0,0,2,1,3,8500,175,1,1,,286332
7,1,13,0,0,,,0,,,1,0,0,1,1,3,34000,164,5,2,1,256390
6,0,,,0,,,0,,,1,0,0,1,1,3,34000,151,5,2,1,288081
8,0,,,0,,,0,,,1,0,0,2,1,1,,176,1,1,1,286332
8,0,,,0,,,0,,,0,0,0,2,1,1,,176,1,1,1,286332
6,0,,,0,,,0,,,1,0,0,1,1,11,,162,1,2,1,256390
7,0,,,0,,,0,,,1,0,0,2,1,,,156,4,,0,292585
7,1,14,0,0,,,0,,,1,0,0,1,1,4,20000,174,1,1,,277812
7,0,,,1,11,0,1,13,0,0,0,0,2,1,1,10000,175,1,2,1,284580
8,1,11,0,1,11,1,1,12,0,1,1,0,1,5,1,12000,171,4,1,1,217521
7,,,,,,,,,,,,,2,1,,,176,5,,1,286332
8,1,9,30,1,15,2,1,14,16,0,0,1,2,1,27,,192,4,1,1,253912
9,0,,,0,,,0,,,0,0,0,2,1,27,,193,2,2,1,253912
7,0,,,0,,,0,,,0,0,0,2,1,27,34000,165,1,1,1,290166
10,0,,,0,,,0,,,1,0,0,1,1,1,300,207,4,2,1,320776
9,,,,,,,,,,,,,2,1,26,0,197,1,2,1,272721
10,1,10,0,0,,,0,,,1,0,0,1,1,7,,201,1,2,1,320776
9,0,,,1,15,1,0,,,0,0,0,2,1,1,23000,198,1,2,1,319196
6,0,,,0,,,0,,,0,0,0,1,1,1,23000,169,1,2,1,254221
8,1,13,29,1,14,6,1,14,7,1,0,0,1,1,1,0,186,2,1,1,267567
6,1,9,0,1,11,0,1,12,0,0,1,0,1,1,1,,163,4,1,1,255992
9,1,16,0,0,,,0,,,0,0,0,2,2,2,,200,3,1,1,147515
9,1,15,15,0,,,0,,,1,0,0,2,2,,,190,3,,1,183807
9,1,15,25,0,,,0,,,1,0,0,1,2,,,190,3,,1,192346
9,1,13,20,0,,,1,13,0,0,0,0,1,2,,,169,3,,1,186282
10,1,14,30,1,15,15,1,13,12,1,0,0,1,1,2,30000,202,8,1,1,305290
8,1,12,1,0,,,1,12,0,1,1,0,1,1,10,19000,172,8,1,1,255992
8,0,,,0,,,0,,,1,0,0,1,1,4,,181,1,2,1,279089
6,1,12,0,1,7,0,0,,,0,1,0,1,1,4,,164,9,,1,255992
10,0,,,0,,,0,,,1,0,0,1,2,5,19000,205,4,3,1,198697
9,0,,,0,,,0,,,1,0,0,2,2,5,19000,188,4,3,1,187157
